age,job,education,balance,pdays,deposit
25,blue-collar,secondary,1857,91,yes
51,management,tertiary,2635,74,yes
32,blue-collar,secondary,225,150,yes
72,retired,primary,4657,91,yes
34,admin.,secondary,1406,85,yes
38,technician,secondary,6728,96,yes
35,management,tertiary,611,121,yes
22,student,primary,3472,183,yes
42,blue-collar,secondary,366,106,yes
38,admin.,secondary,262,180,yes
42,management,tertiary,372,1,yes
42,management,tertiary,27696,89,yes
31,management,tertiary,12857,87,yes
38,admin.,tertiary,1988,130,yes
27,admin.,secondary,1595,197,yes
31,technician,tertiary,882,93,yes
32,management,tertiary,6542,175,yes
40,services,secondary,687,208,yes
36,management,tertiary,5958,184,yes
35,technician,tertiary,7050,182,yes
50,management,tertiary,5969,544,yes
33,management,tertiary,935,92,yes
32,management,tertiary,935,375,yes
45,blue-collar,secondary,0,472,yes
23,student,secondary,107,183,yes
61,retired,tertiary,2557,91,yes
31,unemployed,tertiary,302,357,yes
48,unemployed,secondary,201,91,yes
73,retired,primary,796,182,yes
38,admin.,secondary,1559,280,yes
51,management,tertiary,469,181,yes
33,services,secondary,152,365,yes
39,technician,secondary,1587,98,yes
35,management,tertiary,495,87,yes
28,self-employed,tertiary,159,33,yes
41,admin.,secondary,985,391,yes
28,admin.,secondary,4745,181,yes
53,management,secondary,2693,104,yes
45,management,tertiary,160,194,yes
67,retired,primary,1430,91,yes
37,blue-collar,secondary,604,495,yes
37,management,tertiary,255,183,yes
47,admin.,secondary,368,87,yes
41,services,secondary,471,293,yes
72,retired,secondary,5715,181,yes
36,admin.,tertiary,364,123,yes
39,services,secondary,25,351,yes
55,technician,secondary,3450,183,yes
35,admin.,secondary,2374,183,yes
32,technician,tertiary,5514,182,yes
29,blue-collar,tertiary,455,36,yes
37,management,tertiary,0,182,yes
67,management,tertiary,405,95,yes
31,management,tertiary,533,90,yes
36,services,secondary,1227,341,yes
49,blue-collar,secondary,2039,169,yes
54,blue-collar,primary,4401,183,yes
31,unemployed,tertiary,330,181,yes
30,management,tertiary,398,180,yes
48,blue-collar,secondary,238,81,no
34,admin.,secondary,673,260,no
31,blue-collar,primary,-199,299,no
35,admin.,secondary,181,301,no
46,blue-collar,secondary,942,119,no
49,entrepreneur,secondary,5802,104,no
45,admin.,secondary,1097,208,no
37,technician,secondary,24,105,no
40,services,secondary,0,28,no
56,management,tertiary,563,168,no
53,self-employed,secondary,248,126,no
55,retired,tertiary,357,103,no
56,management,tertiary,2366,188,no
32,management,tertiary,307,201,no
41,management,tertiary,-29,266,no
60,retired,tertiary,2194,263,no
60,management,secondary,0,87,no
28,blue-collar,tertiary,1984,14,no
50,technician,tertiary,3117,164,no
45,entrepreneur,secondary,242,198,no
31,blue-collar,secondary,573,269,no
35,self-employed,tertiary,1178,183,no
48,admin.,secondary,-407,352,no
43,unemployed,secondary,775,106,no
26,admin.,secondary,96,345,no
39,management,tertiary,633,133,no
34,blue-collar,secondary,1924,253,no
62,management,tertiary,0,182,no
55,management,tertiary,0,187,no
88,retired,secondary,433,274,no
41,services,secondary,2399,351,no
35,blue-collar,primary,147,337,no
43,management,tertiary,9,401,no
32,services,secondary,289,257,no
32,housemaid,primary,-184,197,no
37,admin.,tertiary,3954,117,no
34,blue-collar,secondary,-257,368,no
35,management,tertiary,1750,175,no
33,self-employed,tertiary,263,94,no
29,admin.,secondary,6429,352,no
33,management,tertiary,312,369,no
29,unemployed,tertiary,7,179,no
35,blue-collar,secondary,142,168,no
44,admin.,secondary,777,350,no
31,services,primary,997,190,no
30,unemployed,tertiary,1159,68,no
57,unemployed,secondary,1350,388,no
45,blue-collar,secondary,87,360,no
57,management,tertiary,3431,189,no
33,technician,secondary,151,236,no
37,admin.,tertiary,0,119,no
53,services,secondary,367,261,no
56,management,tertiary,505,169,no
33,management,tertiary,22867,440,no
37,management,secondary,1655,175,no
39,blue-collar,secondary,1403,326,no
34,admin.,secondary,140,365,no
57,retired,secondary,3738,367,no
32,blue-collar,primary,1918,172,no
43,blue-collar,primary,250,342,no
32,admin.,secondary,337,368,no
36,management,tertiary,806,259,no
40,admin.,secondary,367,274,no
41,blue-collar,secondary,1954,110,no
39,management,tertiary,839,774,no
49,management,tertiary,342,228,no
32,management,tertiary,141,89,no
42,blue-collar,primary,402,330,no
33,technician,tertiary,8023,105,no
28,student,secondary,1925,93,no
41,admin.,secondary,1395,308,no
55,management,primary,621,208,no
51,management,tertiary,119,165,no
39,blue-collar,secondary,5222,177,no
59,admin.,secondary,92,350,no
44,services,secondary,1450,314,no
34,technician,secondary,1026,100,no
28,management,tertiary,385,193,no
38,management,tertiary,5432,149,no
54,retired,tertiary,349,175,no
60,retired,tertiary,381,344,no
53,retired,secondary,4968,87,no
30,admin.,secondary,873,167,no
30,management,tertiary,265,93,no
36,management,tertiary,243,360,no
52,management,tertiary,1944,323,no
38,services,secondary,8876,75,no
52,admin.,secondary,423,96,no
29,services,secondary,376,183,no
27,technician,secondary,21,356,no
29,management,tertiary,92,92,no
37,management,tertiary,600,196,no
39,management,tertiary,691,255,no
47,blue-collar,secondary,3696,170,no
47,blue-collar,primary,2,190,no
40,management,tertiary,384,327,no
39,blue-collar,secondary,284,318,no
45,technician,secondary,3395,188,no
39,admin.,secondary,3047,370,no
30,admin.,secondary,523,101,no
45,services,secondary,0,192,no
34,management,tertiary,171,294,no
30,admin.,secondary,613,302,no
32,technician,tertiary,514,168,no
30,technician,secondary,426,111,no
52,self-employed,secondary,1291,169,no
35,management,tertiary,105,365,no
39,admin.,secondary,47,371,no
37,management,primary,1506,80,no
30,admin.,tertiary,26,323,no
36,management,tertiary,1582,197,no
41,blue-collar,primary,3658,330,no
39,services,primary,324,312,no
37,services,secondary,1694,251,no
47,technician,secondary,644,160,no
38,admin.,secondary,3834,327,no
48,self-employed,secondary,1559,133,no
34,admin.,secondary,598,324,no
63,housemaid,secondary,2,93,no
50,blue-collar,primary,15,350,no
41,admin.,secondary,2550,347,no
26,technician,secondary,3244,5,no
37,self-employed,primary,235,323,no
49,blue-collar,secondary,298,86,no
46,admin.,secondary,875,353,no
42,unemployed,primary,-581,370,no
47,admin.,secondary,829,188,no
33,admin.,tertiary,490,363,no
40,blue-collar,primary,592,350,no
82,housemaid,primary,1381,93,no
40,technician,secondary,192,351,no
40,services,secondary,0,185,no
40,blue-collar,primary,34,344,no
32,blue-collar,secondary,897,322,no
31,management,tertiary,1224,119,no
39,technician,secondary,2266,93,no
35,blue-collar,primary,-367,350,no
60,management,tertiary,553,210,no
55,admin.,secondary,1693,102,no
40,technician,secondary,372,100,no
37,admin.,secondary,810,295,no
36,services,secondary,1746,316,no
59,admin.,primary,879,259,no
30,admin.,secondary,873,216,no
40,admin.,secondary,782,202,no
44,management,secondary,488,183,no
40,management,tertiary,1509,58,no
56,admin.,primary,0,227,no
54,technician,secondary,0,106,no
31,technician,secondary,180,70,no
35,management,tertiary,1120,771,no
27,services,secondary,54,370,no
40,blue-collar,secondary,82,370,no
34,unemployed,secondary,438,323,no
52,blue-collar,tertiary,297,195,no
34,blue-collar,secondary,215,94,no
39,management,tertiary,0,369,no
33,management,tertiary,1778,103,no
34,self-employed,tertiary,2427,70,no
37,management,tertiary,2173,114,no
56,technician,secondary,751,177,no
36,management,tertiary,-547,259,no
51,technician,tertiary,11222,171,no
24,admin.,secondary,299,321,no
28,blue-collar,primary,431,363,no
35,management,tertiary,-292,272,no
33,management,tertiary,191,209,no
51,blue-collar,primary,216,274,no
44,admin.,secondary,764,213,no
45,admin.,secondary,1214,189,no
68,retired,tertiary,2820,92,no
30,technician,secondary,4787,167,no
35,technician,secondary,294,98,no
58,services,secondary,-37,205,no
32,management,tertiary,937,190,no
55,blue-collar,secondary,2059,259,no
45,entrepreneur,tertiary,1273,162,no
28,student,tertiary,3733,91,no
50,housemaid,secondary,388,89,no
34,management,tertiary,577,153,no
33,admin.,secondary,17,351,no
59,management,primary,2769,131,no
38,self-employed,secondary,215,167,no
44,admin.,secondary,275,367,no
36,technician,secondary,556,189,no
35,technician,secondary,1693,105,no
43,blue-collar,primary,-181,337,no
40,admin.,secondary,67,152,no
39,blue-collar,secondary,171,353,no
74,retired,primary,2308,535,no
32,services,secondary,1844,201,no
40,management,primary,738,258,no
49,technician,tertiary,1807,82,no
38,technician,tertiary,127,50,no
29,blue-collar,secondary,339,354,no
32,services,secondary,3839,189,no
35,blue-collar,primary,0,290,no
35,technician,secondary,149,245,no
39,technician,tertiary,11766,102,no
36,management,tertiary,335,772,no
27,admin.,tertiary,689,307,no
34,admin.,tertiary,1636,521,no
37,management,tertiary,332,84,no
49,unemployed,tertiary,377,59,no
30,services,secondary,438,178,no
28,services,secondary,458,201,no
39,services,secondary,702,300,no
29,management,tertiary,318,356,no
27,technician,secondary,261,247,no
36,management,tertiary,219,196,no
38,management,tertiary,76,287,no
31,entrepreneur,secondary,159,182,no
50,technician,secondary,2497,176,no
50,technician,secondary,-97,306,no
40,admin.,secondary,732,139,no
34,technician,tertiary,2658,230,no
38,blue-collar,primary,2240,183,no
55,services,secondary,841,372,no
42,blue-collar,primary,7735,144,no
35,blue-collar,primary,2490,180,no
40,services,secondary,19343,179,no
34,blue-collar,secondary,-131,356,no
33,blue-collar,primary,557,331,no
34,blue-collar,secondary,39,299,no
59,management,tertiary,2764,56,no
39,management,tertiary,1682,170,no
61,retired,secondary,89,181,no
58,management,tertiary,1318,179,no
36,management,tertiary,4,61,no
48,blue-collar,primary,430,371,no
38,entrepreneur,tertiary,678,152,no
36,technician,secondary,1345,172,no
54,technician,secondary,198,171,no
54,retired,primary,136,332,no
33,management,tertiary,644,271,no
44,blue-collar,primary,-57,356,no
31,technician,secondary,1282,460,no
50,self-employed,secondary,766,304,no
36,entrepreneur,secondary,296,111,no
38,blue-collar,secondary,13156,331,no
36,blue-collar,secondary,219,347,no
36,blue-collar,secondary,1797,181,no
33,blue-collar,secondary,15341,334,no
33,technician,secondary,2583,108,no
35,management,tertiary,62,15,no
32,technician,secondary,253,170,no
29,admin.,secondary,252,371,no
51,management,tertiary,1612,131,no
36,admin.,tertiary,994,105,no
34,blue-collar,secondary,2994,176,no
38,services,secondary,507,344,no
31,blue-collar,tertiary,328,175,no
48,services,secondary,2597,355,no
58,entrepreneur,primary,1153,337,no
36,management,tertiary,649,91,no
40,blue-collar,secondary,679,304,no
60,retired,secondary,2060,95,no
33,blue-collar,secondary,706,322,no
42,blue-collar,primary,156,371,no
34,admin.,secondary,1467,332,no
40,blue-collar,secondary,1508,85,no
37,services,secondary,241,371,no
39,services,secondary,322,350,no
31,entrepreneur,secondary,10,188,no
31,blue-collar,secondary,609,335,no
42,services,secondary,108,365,no
39,housemaid,secondary,70,128,no
42,admin.,secondary,30,266,no
62,retired,primary,1515,187,no
46,management,tertiary,716,172,no
32,admin.,secondary,620,343,no
53,technician,tertiary,2557,182,no
32,technician,tertiary,703,271,no
36,technician,secondary,432,255,no
43,admin.,secondary,323,369,no
33,services,secondary,406,275,no
43,technician,secondary,6835,152,no
44,management,tertiary,2422,269,no
51,management,tertiary,-55,266,no
38,services,primary,3715,327,no
40,admin.,secondary,877,177,no
34,management,secondary,56,183,no
36,admin.,secondary,1954,174,no
39,technician,secondary,1685,368,no
69,retired,primary,2398,186,no
37,management,tertiary,57,84,no
33,admin.,secondary,-15,350,no
37,management,tertiary,393,104,no
76,retired,tertiary,2991,95,no
77,retired,primary,2223,187,no
30,technician,tertiary,3086,168,no
36,technician,secondary,7503,335,no
72,retired,secondary,2850,241,no
30,technician,secondary,778,346,no
38,management,tertiary,0,197,no
29,admin.,tertiary,167,237,no
27,technician,secondary,876,355,no
27,self-employed,secondary,254,188,no
42,services,secondary,83,358,no
28,technician,secondary,6551,77,no
52,blue-collar,primary,230,170,no
33,management,tertiary,71,287,no
30,blue-collar,secondary,1012,329,no
33,management,tertiary,62,264,no
43,technician,secondary,0,342,no
47,technician,secondary,1571,369,no
52,technician,secondary,0,83,no
39,management,tertiary,4692,174,no
23,blue-collar,secondary,0,350,no
57,blue-collar,primary,739,364,no
31,services,secondary,900,140,no
30,management,tertiary,314,175,no
76,retired,secondary,2302,87,no
36,admin.,tertiary,980,179,no
49,management,tertiary,3842,186,no
37,technician,tertiary,6101,87,no
51,technician,secondary,2,205,no
29,technician,secondary,477,305,no
57,retired,secondary,0,363,no
52,admin.,secondary,722,185,no
34,admin.,secondary,296,136,no
40,management,tertiary,257,209,no
41,blue-collar,secondary,306,369,no
38,self-employed,tertiary,2084,330,no
31,blue-collar,secondary,-209,367,no
45,admin.,secondary,946,175,no
34,blue-collar,secondary,1988,266,no
35,self-employed,tertiary,1129,184,no
33,admin.,secondary,661,167,no
47,services,secondary,311,301,no
51,blue-collar,primary,42,342,no
40,student,secondary,260,152,no
42,admin.,secondary,1133,212,no
58,self-employed,secondary,0,264,no
34,technician,secondary,260,238,no
74,retired,primary,5539,159,no
45,services,secondary,396,329,no
35,technician,secondary,5553,136,no
36,blue-collar,tertiary,1830,91,no
57,management,tertiary,408,351,no
31,management,tertiary,0,352,no
46,admin.,secondary,171,430,no
32,technician,tertiary,13711,175,no
50,management,tertiary,-470,160,no
36,management,tertiary,181,278,no
30,services,secondary,9,205,no
51,entrepreneur,tertiary,2109,181,no
30,technician,secondary,-306,186,no
35,blue-collar,secondary,270,335,no
25,student,secondary,1919,351,no
35,technician,secondary,183,130,no
39,blue-collar,secondary,522,350,no
39,technician,secondary,8,96,no
41,technician,secondary,-378,253,no
43,management,primary,62,300,no
33,services,secondary,772,259,no
59,entrepreneur,primary,124,134,no
38,management,tertiary,4293,250,no
37,admin.,secondary,1573,326,no
32,technician,tertiary,15,346,no
30,blue-collar,secondary,80,337,no
39,management,tertiary,93,331,no
40,blue-collar,primary,332,369,no
37,services,secondary,393,357,no
54,technician,secondary,0,94,no
31,management,tertiary,1675,363,no
30,blue-collar,primary,5956,139,no
35,technician,tertiary,122,328,no
31,technician,secondary,4888,166,no
34,blue-collar,secondary,261,251,no
41,admin.,secondary,90,347,no
34,technician,secondary,883,173,no
34,admin.,tertiary,21,92,no
29,student,secondary,314,105,no
31,admin.,secondary,523,109,no
50,management,secondary,2910,113,no
36,blue-collar,secondary,1088,345,no
23,technician,secondary,356,356,no
45,management,tertiary,0,342,no
35,technician,tertiary,992,114,no
38,housemaid,tertiary,4312,175,no
44,blue-collar,primary,103,329,no
54,blue-collar,secondary,506,104,no
33,technician,secondary,2,330,no
21,blue-collar,secondary,2265,99,no
38,blue-collar,secondary,0,105,no
39,management,secondary,517,196,no
29,blue-collar,secondary,100,344,no
40,admin.,secondary,419,369,no
36,management,tertiary,0,96,no
31,management,tertiary,0,167,no
26,student,tertiary,10086,78,no
30,blue-collar,secondary,1131,144,no
56,entrepreneur,primary,29,227,no
30,services,secondary,1336,355,no
32,blue-collar,secondary,5252,183,no
40,blue-collar,secondary,280,340,no
53,blue-collar,secondary,1103,250,no
37,management,tertiary,876,327,no
28,services,secondary,1636,355,no
45,blue-collar,secondary,226,212,no
55,unemployed,primary,1212,92,no
33,entrepreneur,secondary,135,345,no
59,admin.,secondary,1575,263,no
31,management,tertiary,5691,123,no
55,management,tertiary,154,367,no
31,blue-collar,secondary,1131,148,no
41,technician,tertiary,-89,251,no
35,management,tertiary,4348,217,no
29,technician,secondary,5763,92,no
73,retired,primary,508,97,no
44,entrepreneur,secondary,860,295,no
34,technician,secondary,1313,21,no
25,admin.,secondary,483,86,no
29,technician,tertiary,2269,346,no
50,management,tertiary,0,205,no
35,blue-collar,primary,2040,157,no
34,blue-collar,primary,3868,350,no
57,blue-collar,primary,5041,336,no
40,blue-collar,primary,-388,340,no
30,self-employed,tertiary,48,187,no
37,housemaid,tertiary,561,165,no
77,retired,primary,2590,94,no
34,blue-collar,secondary,467,357,no
30,technician,secondary,3100,183,no
56,management,tertiary,722,94,no
27,technician,secondary,1842,300,no
33,admin.,secondary,7,148,no
37,management,tertiary,230,272,no
49,self-employed,tertiary,503,200,no
39,technician,secondary,3494,92,no
46,entrepreneur,secondary,122,1,no
37,admin.,secondary,96,182,no
39,technician,secondary,1104,105,no
32,admin.,secondary,6981,194,no
34,technician,secondary,920,342,no
57,technician,secondary,28,358,no
40,admin.,secondary,0,201,no
60,admin.,secondary,-396,350,no
43,technician,secondary,4056,89,no
30,technician,secondary,-280,266,no
30,blue-collar,secondary,246,113,no
50,admin.,secondary,2405,287,no
33,services,secondary,387,138,no
54,blue-collar,primary,258,88,no
30,management,tertiary,3773,258,no
37,admin.,secondary,1314,14,no
29,entrepreneur,tertiary,219,356,no
41,management,primary,733,335,no
56,services,secondary,72,357,no
34,blue-collar,secondary,550,346,no
26,unemployed,secondary,285,342,no
38,blue-collar,secondary,67,239,no
27,blue-collar,secondary,-330,353,no
27,technician,tertiary,8,370,no
43,management,tertiary,1336,309,no
34,management,tertiary,63,102,no
40,management,secondary,643,256,no
49,unemployed,secondary,13818,113,no
55,technician,secondary,517,263,no
36,technician,secondary,144,308,no
36,blue-collar,secondary,153,171,no
30,management,tertiary,640,213,no
44,blue-collar,secondary,3060,189,no
49,blue-collar,secondary,1127,281,no
43,services,secondary,2478,230,no
31,technician,secondary,450,129,no
48,technician,secondary,-938,344,no
39,housemaid,secondary,1444,117,no
47,admin.,secondary,1387,826,no
53,management,tertiary,1356,96,no
53,technician,secondary,65,92,no
55,admin.,secondary,865,82,no
27,management,secondary,145,89,no
42,blue-collar,secondary,429,370,no
37,blue-collar,secondary,342,175,no
46,admin.,secondary,0,259,no
42,management,tertiary,1272,169,no
44,entrepreneur,secondary,887,14,no
34,management,tertiary,303,195,no
41,management,tertiary,4063,172,no
28,services,secondary,123,359,no
31,technician,tertiary,424,161,no
31,admin.,secondary,387,370,no
32,technician,tertiary,696,105,no
35,services,secondary,1239,347,no
45,admin.,secondary,375,594,no
41,blue-collar,secondary,598,364,no
41,entrepreneur,tertiary,121,287,no
29,admin.,secondary,-498,227,no
59,management,tertiary,258,173,no
50,management,tertiary,2564,113,no
40,services,secondary,9374,185,no
33,services,secondary,255,184,no
43,unemployed,secondary,1854,197,no
45,self-employed,tertiary,-497,176,no
32,management,tertiary,937,94,no
69,retired,primary,324,189,no
31,self-employed,secondary,581,152,no
35,services,secondary,142,196,no
50,technician,secondary,103,267,no
43,technician,secondary,-36,104,no
43,admin.,secondary,6,264,no
31,blue-collar,primary,1127,349,no
40,technician,secondary,822,245,no
37,blue-collar,secondary,740,342,no
26,blue-collar,secondary,249,262,no
48,admin.,secondary,1060,318,no
35,technician,secondary,-89,368,no
40,services,secondary,695,348,no
25,admin.,tertiary,1141,347,no
56,admin.,secondary,1854,342,no
35,technician,secondary,2019,144,no
27,management,tertiary,6791,229,no
38,management,tertiary,427,182,no
44,entrepreneur,tertiary,1631,195,no
39,technician,secondary,300,394,no
41,technician,primary,340,349,no
35,management,tertiary,867,171,no
49,admin.,secondary,1096,303,no
38,blue-collar,secondary,0,173,no
42,services,secondary,115,149,no
58,management,tertiary,2261,391,no
27,admin.,secondary,125,288,no
43,services,primary,2567,360,no
35,technician,secondary,6,348,no
53,housemaid,secondary,1182,293,no
44,blue-collar,secondary,3060,151,no
33,management,tertiary,2044,177,no
28,admin.,tertiary,174,184,no
46,services,primary,116,341,no
38,services,secondary,-349,328,no
73,retired,secondary,2850,144,no
34,technician,tertiary,66,170,no
42,management,tertiary,72,348,no
38,technician,secondary,1,199,no
38,technician,tertiary,5122,184,no
39,services,secondary,1970,404,no
42,admin.,secondary,437,190,no
32,management,tertiary,2213,154,no
32,admin.,secondary,1661,209,no
56,management,tertiary,6507,196,no
54,technician,secondary,719,264,no
36,technician,secondary,4613,134,no
40,admin.,secondary,664,121,no
20,student,primary,0,91,no
27,technician,tertiary,11862,101,no
56,management,tertiary,2037,91,no
44,blue-collar,primary,-234,347,no
29,management,tertiary,0,351,no
55,blue-collar,primary,781,270,no
40,blue-collar,primary,1530,315,no
33,management,tertiary,2667,180,no
55,self-employed,secondary,2408,140,no
53,management,tertiary,1356,93,no
65,retired,primary,493,182,no
40,blue-collar,primary,2805,353,no
28,services,secondary,6332,343,no
49,technician,secondary,972,175,no
31,technician,secondary,863,263,no
33,services,secondary,187,326,no
44,services,secondary,206,365,no
31,admin.,secondary,728,352,no
33,admin.,secondary,920,105,no
47,blue-collar,secondary,668,354,no
43,management,tertiary,36,193,no
57,retired,secondary,485,187,no
53,technician,secondary,392,245,no
41,management,secondary,280,95,no
34,admin.,tertiary,35,69,no
34,technician,secondary,440,345,no
30,blue-collar,secondary,177,332,no
43,admin.,secondary,386,92,no
48,management,tertiary,3842,122,no
44,management,tertiary,1451,80,no
29,blue-collar,secondary,3310,91,no
42,unemployed,secondary,759,169,no
38,management,tertiary,8669,150,no
32,management,tertiary,1077,717,no
33,technician,secondary,4790,272,no
41,admin.,secondary,2002,350,no
27,self-employed,tertiary,10005,271,no
60,blue-collar,primary,14,178,no
26,student,tertiary,641,368,no
58,management,secondary,-382,189,no
48,blue-collar,primary,214,162,no
53,management,tertiary,2578,107,no
54,admin.,secondary,0,182,no
56,services,secondary,1150,117,no
40,technician,secondary,7313,182,no
33,technician,secondary,930,359,no
35,admin.,secondary,725,133,no
42,blue-collar,primary,-97,271,no
55,self-employed,secondary,12159,174,no
37,technician,secondary,494,269,no
50,self-employed,tertiary,202,148,no
37,admin.,secondary,22,289,no
34,management,tertiary,747,98,no
52,management,tertiary,2428,116,no
38,management,tertiary,427,169,no
46,blue-collar,secondary,2603,277,no
33,management,tertiary,3301,171,no
25,student,secondary,469,187,no
33,unemployed,tertiary,3335,301,no
71,retired,secondary,2064,92,no
52,technician,secondary,337,261,no
27,management,secondary,843,185,no
51,admin.,secondary,176,183,no
32,blue-collar,primary,0,361,no
29,admin.,secondary,260,273,no
33,management,tertiary,307,179,no
35,technician,tertiary,144,113,no
30,blue-collar,secondary,228,365,no
36,blue-collar,secondary,0,244,no
28,student,secondary,5916,63,no
32,technician,secondary,367,276,no
40,blue-collar,secondary,750,281,no
44,technician,secondary,314,651,no
44,admin.,secondary,985,325,no
37,technician,secondary,363,182,no
43,management,tertiary,0,293,no
31,admin.,tertiary,383,214,no
78,retired,primary,680,89,no
45,blue-collar,secondary,0,165,no
30,blue-collar,secondary,447,189,no
37,blue-collar,secondary,719,365,no
36,technician,tertiary,202,192,no
50,entrepreneur,primary,199,363,no
35,management,tertiary,4943,124,no
41,admin.,secondary,1967,341,no
38,technician,secondary,103,187,no
39,blue-collar,secondary,661,267,no
29,technician,tertiary,940,330,no
73,retired,primary,1388,190,no
28,self-employed,tertiary,805,170,no
57,retired,secondary,-663,351,no
40,technician,secondary,0,172,no
53,technician,tertiary,431,328,no
37,management,tertiary,26,62,no
49,entrepreneur,tertiary,313,188,no
67,technician,secondary,0,188,no
59,management,tertiary,287,242,no
32,management,secondary,6217,181,no
38,technician,secondary,183,339,no
42,management,tertiary,783,128,no
54,management,secondary,2895,256,no
34,blue-collar,secondary,2764,357,no
50,blue-collar,primary,859,196,no
54,management,tertiary,6525,170,no
36,admin.,secondary,115,91,no
33,technician,secondary,348,294,no
36,entrepreneur,tertiary,145,304,no
50,housemaid,primary,1158,265,no
30,management,tertiary,726,342,no
45,housemaid,primary,221,235,no
58,housemaid,primary,260,364,no
41,blue-collar,secondary,140,125,no
46,blue-collar,primary,1291,259,no
32,admin.,secondary,3540,178,no
25,services,secondary,10,294,no
31,blue-collar,secondary,1664,17,no
31,admin.,secondary,690,87,no
37,admin.,secondary,68,351,no
34,admin.,secondary,1499,327,no
32,admin.,secondary,4344,118,no
34,technician,secondary,4,263,no
28,technician,secondary,3,349,no
33,self-employed,tertiary,658,173,no
60,technician,primary,4243,251,no
40,technician,tertiary,47,365,no
27,management,tertiary,390,82,no
38,services,tertiary,0,147,no
46,management,secondary,21,338,no
37,management,tertiary,1594,260,no
60,retired,tertiary,-134,271,no
35,blue-collar,secondary,80,172,no
43,technician,secondary,0,172,no