ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Month,OperatingSystems,Revenue
19,607,0,0.026984127,Feb,1,1
55,1970.844805,0,0.001724138,Mar,2,1
50,2867,0,0.004,Mar,2,1
29,1916.761905,0.006451613,0.018709677,Mar,2,1
63,5220.083333,0,0.003329865,Mar,2,1
10,197.2,0,0.016666667,Mar,1,1
11,300.0714286,0,0.02,Mar,2,1
30,1569.625,0,0.008108108,Mar,1,1
15,245,0,0.0125,Mar,2,1
17,766.5,0,0.0125,Mar,2,1
10,808.5,0,0.015384615,Mar,2,1
41,2720.671429,0.012962963,0.033262108,Mar,2,1
17,694,0.003703704,0.008333333,Mar,3,1
37,1643.435516,0.005555556,0.032271242,Mar,2,1
45,1594.283333,0,0.015227273,Mar,2,1
57,851.6426534,0,0.007923497,Mar,2,1
56,1432.223333,0,0.002185792,Mar,2,1
45,1545.5,0,0.004,Mar,2,1
69,5485.105556,0.010526316,0.017493734,Mar,1,1
50,1803.768849,0.001360544,0.017428305,Mar,2,1
53,893.5111111,0.003571429,0.005357143,Mar,1,1
42,1981.016667,0.005660377,0.021383648,Mar,1,1
21,696.6666667,0,0.0125,Mar,2,1
10,316.5,0,0.025,Mar,2,1
5,388,0,0.04,Mar,1,1
10,253.5,0,0.022222222,Mar,1,1
43,3065.945238,0,0.011666667,Mar,1,1
19,576.0833333,0.009090909,0.018181818,Mar,2,1
7,181.5,0,0.025,Mar,2,1
31,649.3071429,0,0.001041667,Mar,2,1
49,1647.152381,0,0.0008,Mar,2,1
23,1031.704762,0,0.007111111,Mar,4,1
13,509.1214286,0.006666667,0.002222222,Mar,3,1
19,716.3571429,0.004761905,0.015873016,Mar,1,1
6,495,0,0.02,Mar,1,1
48,3946.008333,0.007272727,0.011515152,Mar,2,1
59,3224.819084,0.002985075,0.011923715,Mar,2,1
9,936.8333333,0,0.022222222,Mar,1,1
12,1436.5,0,0.013333333,Mar,2,1
36,1166.72619,0,0.025,Mar,1,1
80,4099.737392,0.004117063,0.005279668,Mar,3,1
20,917.35,0,0.008333333,Mar,4,1
50,952.4345238,0,0.011538462,Mar,4,1
14,851,0,0.014285714,Mar,1,1
42,1173.07,0,0.005319149,Mar,2,1
9,639,0,0.025,Mar,1,1
47,2989.494048,0,0.004813218,Mar,2,1
14,333.6,0,0.01,Mar,1,1
30,1107.047619,0,0.017760943,Mar,3,1
18,1049.516667,0.023809524,0.03968254,Mar,3,1
19,685.95,0,0.017724868,Mar,3,1
36,2517,0,0.005405405,Mar,2,1
19,751.3333333,0,0.002777778,Mar,2,1
62,1088.830952,0.000980392,0.007230392,Mar,3,1
26,779.5051587,0.011111111,0.034403292,Mar,1,1
33,1371.633333,0,0.005555556,Mar,2,1
53,1440.298918,0.012727273,0.021974359,Mar,3,1
39,976.7103175,0.004166667,0.009722222,Mar,1,1
44,1679.833333,0,0.001086957,Mar,2,1
25,773.4666667,0,0.029142857,Mar,2,1
31,489.1452381,0.011111111,0.022222222,Mar,2,1
15,289.85,0,0.022222222,Mar,2,1
12,777.5,0,0.015555556,Mar,2,1
160,5349.563713,0.001142857,0.001799477,Mar,2,1
27,694.3035714,0,0.007692308,Mar,1,1
13,545.5714286,0.013333333,0.020784314,Mar,2,1
23,1888.5,0,0.008695652,May,2,1
9,394.5,0,0.005555556,May,2,1
36,1262.833333,0,0.004054054,May,2,1
32,1888.547619,0.010810811,0.025900901,May,1,1
42,1528.382468,0,0.004761905,May,1,1
34,1378.966667,0.007894737,0.01716792,May,3,1
29,785.474359,0,0.001481481,May,2,1
66,1483.55,0,0.006153846,May,2,1
35,1570.5,0,0.002941176,May,2,1
23,599.3333333,0.008333333,0.016666667,May,1,1
12,499,0,0.018181818,May,2,1
19,580.5,0.010526316,0.049122807,May,2,1
41,854.2863248,0.01875,0.021194084,May,3,1
16,630.5,0,0.00625,May,3,1
37,607.4666667,0,0.002777778,May,1,1
25,874.5833333,0,0.012345679,May,2,1
22,639.5,0,0.008695652,May,1,1
25,417.9666667,0,0.019230769,May,2,1
19,2236.9,0,0.027777778,May,4,1
16,502.5,0,0.00952381,May,4,1
35,1386.716667,0.02,0.039269841,May,1,1
37,769,0,0.004273504,May,3,1
27,517.3928571,0,0.011458333,May,2,1
50,2617.233333,0,0.001360544,May,4,1
10,724,0,0.022222222,May,1,1
142,6223.870847,0,0.006649462,May,2,1
31,699.5,0,0.005896806,May,2,1
19,436,0,0.013636364,May,2,1
83,1495.580952,0,0.002298851,May,4,1
30,1708.083333,0.006666667,0.013333333,May,2,1
198,3057.809524,0,0.002734559,May,4,1
12,936,0,0.036363636,May,2,1
42,1329.666667,0,0.002325581,May,2,1
20,411.3888889,0.00952381,0.016825397,May,3,1
19,976.3382353,0,0.010454545,May,1,1
7,578.2,0,0.033333333,May,2,1
9,455,0,0.022222222,May,2,1
25,591.8928571,0,0.020833333,May,1,1
59,2946.6,0.003278689,0.007962529,May,1,1
24,676.1666667,0,0.008333333,May,2,1
40,1239.949603,0.025,0.026035354,May,2,1
19,681.6190476,0,0.011794872,May,2,1
276,4758.380638,0.001034483,0.007306262,May,4,1
24,516.4166667,0,0.013333333,May,2,1
27,880.8,0.007291667,0.020192308,May,1,1
23,1232.733333,0,0.012820513,May,4,1
114,3772.405525,0,0.001680672,May,2,1
22,892,0,0.00952381,May,2,1
9,953.8333333,0,0.011428571,May,3,1
21,893.45,0.017391304,0.020652174,May,3,1
37,1420.733333,0,0.012612613,May,2,1
13,908.5,0,0.013333333,May,3,1
85,2387.990657,0,0.016080586,May,3,1
19,1040.2,0,0.011111111,May,2,1
44,2453.75,0,0.001111111,May,1,1
8,376.3333333,0,0.028571429,May,2,1
24,805,0,0.008695652,May,2,1
26,2058.5,0,0.039506173,May,2,1
29,1137.166667,0,0.007142857,May,1,1
8,222,0,0.028571429,May,1,1
32,1367.630952,0.008928571,0.0203125,May,3,1
8,667.6666667,0,0.018181818,May,2,1
34,783.5666667,0,0.005882353,May,2,1
43,2124.833333,0,0.015151515,May,2,1
19,402.7166667,0,0.003030303,May,2,1
32,898.1714286,0,0.005555556,May,2,1
19,989.3333333,0,0.011111111,May,3,1
10,269,0,0.018181818,May,1,1
21,947,0.01,0.02,May,2,1
17,1175.5,0,0.0125,May,1,1
10,443.5,0,0.027777778,May,2,1
30,974.2698413,0.006451613,0.007885305,May,2,1
9,166.1666667,0,0.025,May,2,1
6,245,0,0.028571429,May,2,1
38,1880.966667,0.003703704,0.023809524,May,4,1
36,868.4166667,0,0.001081081,May,3,1
13,893.2166667,0,0.008333333,May,2,1
108,4033.471998,0.007402653,0.013739852,May,3,1
22,428.45,0.004545455,0.012878788,May,3,1
22,1245.6,0.008695652,0.030434783,May,1,1
116,4426.650649,0,0.008064516,May,2,1
18,443,0,0.02,May,2,1
52,1089.642857,0.003508772,0.010233918,May,2,1
45,3141.258333,0.02173913,0.040017253,May,3,1
50,1911.333333,0.004,0.013,May,2,1
19,1120.266667,0.021052632,0.052631579,May,4,1
101,4713.8,0.009444444,0.010481956,May,1,1
13,490.0833333,0,0.003636364,May,1,1
23,1146.5,0.015384615,0.023076923,May,2,1
35,539,0.005555556,0.011111111,May,2,1
14,340,0,0.015384615,May,2,1
19,1323.25,0.007692308,0.021816239,May,6,1
23,1046.916667,0,0.004347826,May,2,1
10,1331,0,0.022222222,May,2,1
42,792.6666667,0,0.001626016,May,2,1
35,1475.266667,0.006944444,0.024867725,May,2,1
29,944.9166667,0,0.014285714,May,2,1
12,347,0,0.023076923,May,1,1
18,299.5,0.015789474,0.022807018,May,2,1
57,1721.906667,0,0.005932203,Nov,2,1
69,1182.432333,0.000684932,0.002998087,Nov,2,1
83,4306.612355,0.001075269,0.019375648,Oct,7,1
81,1199.616667,0,0.00617284,Sep,2,1
13,420.2466667,0.042105263,0.064912281,Sep,3,1
21,479.5857143,0.005,0.010555556,Oct,1,1
24,1163.266667,0.061111111,0.083333333,Oct,1,1
0,0,0,0.022222222,Aug,3,1
13,517.4,0,0.034285714,Nov,2,1
15,276.7333333,0.010526316,0.021052632,Oct,2,1
25,1556.491429,0.036206897,0.067624521,Jul,2,1
28,512.7166667,0.007142857,0.013571429,Jul,2,1
12,243.75,0,0.038571429,June,3,1
10,352,0,0.007692308,Sep,2,1
26,1911.711111,0.015384615,0.036666667,Jul,3,1
22,501.0714286,0,0.034666667,Aug,1,1
19,719.8833333,0,0.018518519,Sep,2,1
3,18.1,0.033333333,0.061111111,Jul,3,1
21,295.3333333,0.016666667,0.058333333,Jul,2,1
20,1002.366667,0,0.007894737,Oct,2,1
22,681.58,0.00952381,0.025396825,Nov,1,1
10,363.6,0,0.015384615,Sep,2,1
30,647.518523,0,0.010437463,Jul,2,1
18,587.7333333,0,0.022222222,Nov,2,1
16,572.65,0,0.011111111,Sep,3,1
22,568.9683333,0.017391304,0.021614907,Sep,1,1
0,0,0,0.05,Sep,2,1
6,111.6,0,0.016666667,Oct,1,1
70,939.7833333,0,0.002702703,Aug,2,1
22,839.568189,0,0.000952381,Nov,3,1
153,4565.930621,0.00130719,0.006432173,Aug,2,1
14,668.3166667,0.014285714,0.028571429,Oct,4,1
38,842.4235931,0,0.011382114,Oct,1,1
13,447.2,0,0.007692308,Aug,1,1
14,315.4666667,0,0.011111111,Jul,2,1
11,223.4666667,0,0.028571429,Sep,2,1
48,1850.116667,0.004081633,0.004421769,Nov,1,1
7,212.5,0,0.007407407,Nov,2,1
0,0,0,0.066666667,Nov,1,1
14,362.1029825,0.022916667,0.021979167,Jul,3,1
10,349.1111111,0.02,0.02,Oct,3,1
346,12541.77628,0.001709402,0.006473478,Aug,2,1
2,10,0.0125,0.034166667,Sep,1,1
4,72,0,0,Sep,3,1
45,1526.14119,0,0.004444444,Sep,2,1
120,7604.397831,0.015762274,0.030675226,Jul,2,1
17,557.4,0,0.011111111,Sep,2,1
2,30.4,0,0.066666667,Oct,1,1
3,1225.2,0,0.04,Sep,2,1
51,507.5,0.007843137,0.011671335,Oct,3,1
115,4424.621667,0.004273504,0.023036223,Aug,2,1
24,1433.163333,0.008333333,0.006944444,Aug,3,1
51,2921.902778,0.013661202,0.02989071,Nov,4,1
50,1558.62,0.003636364,0.011878788,Aug,3,1
22,1805.083333,0,0.008695652,Sep,2,1
3,58.6,0,0.05,Oct,2,1
101,3558.576942,0.008636364,0.012040588,Sep,3,1
52,1968.942963,0.004166667,0.023015892,June,3,1
3,50.4,0,0,Oct,2,1
8,168.2,0,0.033333333,Oct,2,1
6,140.7,0,0.00952381,Jul,2,1
24,991.4222222,0,0.008333333,Nov,2,1
37,1305.527286,0.015384615,0.022135467,Aug,1,1
10,157.1,0.011764706,0.033333333,Oct,2,1
7,138.8733333,0,0,Nov,2,1
28,677.5333333,0,0.019472789,Jul,1,1
42,1481.866667,0.004761905,0.004761905,Oct,2,1
27,213.0157143,0,0.007407407,Oct,2,1
10,447.1333333,0,0.018181818,Oct,2,1
12,672.7,0,0.004444444,Nov,2,1
54,4749.25,0.004938272,0.029938272,Oct,2,1
45,1424.804887,0,0.008333333,Nov,2,1
40,1773.610152,0.004255319,0.008355899,Nov,1,1
23,959.9,0.005882353,0.016666667,Nov,1,1
10,256.1857143,0,0.007407407,Aug,1,1
14,320.25,0,0.013333333,Oct,2,1
2,18.2,0,0.02,Jul,3,1
11,222.5,0,0.015384615,Aug,2,1
3,14.33333333,0.006666667,0.074444444,June,4,1
2,22.83333333,0,0.033333333,Nov,2,1
11,401.0133333,0,0.022222222,Nov,1,1
26,615.5595238,0,0.002083333,Sep,1,1
28,630.6466667,0,0.016666667,Sep,2,1
33,835.3,0.005714286,0.028571429,Oct,2,1
9,89.5,0,0.058333333,Sep,1,1
3,86.6,0,0.033333333,June,1,1
26,2609,0,0.002380952,Nov,2,1
7,584.3777778,0,0.064351852,Jul,1,1
40,673.65,0,0.014634146,Nov,4,1
22,742,0,0.007407407,Sep,1,1
25,884.5,0,0.003571429,Jul,2,1
26,502.4533333,0,0.002564103,Oct,3,1
28,488.91,0.014814815,0.022222222,June,1,1
0,0,0,0.066666667,Nov,1,1
10,158.9733333,0.023076923,0.038461538,Oct,1,1
3,294.7,0,0,Nov,3,1
28,1907.08,0.006666667,0.015555556,Sep,2,1
30,1547.233333,0,0.012121212,Sep,2,1
26,743.4766667,0,0.021969697,Nov,2,1
8,543.7333333,0,0.011111111,Oct,1,1
7,562.3,0,0,Jul,1,1
71,1441.974535,0.003013699,0.009218133,Oct,1,1
13,679.9033333,0,0.002564103,Nov,3,1
30,1216.726667,0,0.008602151,Nov,4,1
12,86.63333333,0,0.025,Oct,4,1
18,1257.946667,0,0.003921569,Oct,2,1
11,192.45,0.036363636,0.040909091,Oct,3,1
30,310.3355556,0,0.000480769,Jul,2,1
38,689.65,0,0.004878049,Oct,2,1
20,593.7019802,0,0.005364455,Nov,2,1
5,883.6,0,0,Nov,2,1
15,89.38333333,0,0.0125,Oct,2,1
10,511.25,0,0.007407407,Dec,2,1
24,610.6333333,0,0.020833333,Nov,1,1
58,2174.708333,0.004022989,0.015229885,Nov,1,1
15,630,0,0.003333333,Dec,4,1
14,1131.208333,0,0.015384615,Nov,3,1
10,117.25,0.110714286,0.130952381,Nov,2,1
15,914.5,0,0.014285714,Nov,2,1
238,9956.225533,0.0052,0.016955684,Nov,2,1
74,1845.958333,0.002531646,0.017679325,Nov,2,1
15,418.375,0,0.013333333,Dec,3,1
53,2052.125,0,0.003921569,Nov,2,1
65,732.0916667,0.00625,0.0203125,Dec,2,1
25,635.4916667,0.006666667,0.010222222,Nov,3,1
5,50,0,0.025,Dec,8,1
89,3480.811706,0.002247191,0.014700375,Nov,4,1
17,318.25,0.011111111,0.05,Nov,2,1
24,452.4166667,0,0.020833333,Nov,2,1
3,21,0,0.066666667,Nov,2,1
17,256.95,0,0.02,Nov,2,1
39,1159.541667,0.00125,0.03125,Nov,2,1
37,918.5416667,0.005405405,0.005315315,Nov,1,1
23,783.75,0.007692308,0.030769231,Nov,2,1
146,3697.731633,0.008108108,0.015188129,Nov,2,1
81,4284.422619,0.002298851,0.022822804,Dec,1,1
92,4212.141886,0.008333333,0.021875,Nov,1,1
28,687.4670635,0.013978495,0.02734255,Nov,1,1
60,1967.780163,0.003809524,0.0154654,Dec,3,1
53,2438.075,0.005357143,0.017261905,Nov,2,1
19,273.7083333,0.021052632,0.035087719,Nov,3,1
91,3309.448776,0.013285024,0.020476218,Nov,3,1
47,1480.233333,0.010416667,0.027824074,Nov,2,1
8,332,0,0.028571429,Nov,1,1
35,990.4642857,0.010810811,0.027027027,Nov,1,1
21,883,0,0.010666667,Nov,1,1
85,2155.653752,0.005998168,0.019225201,Nov,1,1
8,1066.25,0,0.028571429,Nov,1,1
29,873.75,0,0.031034483,Nov,2,1
20,695.19375,0.012098765,0.058821329,Nov,1,1
100,5212.708333,0.00952381,0.025768619,Nov,2,1
39,1828.966667,0.005128205,0.02008547,Nov,1,1
71,2512.51742,0.006349206,0.025572609,Nov,3,1
10,165,0.03,0.046666667,Nov,1,1
80,1979.3,0.002325581,0.024224806,Nov,2,1
216,7761.034859,0.007542901,0.022135148,Nov,2,1
309,12158.19639,0.007586207,0.025532176,Nov,2,1
51,1792.814481,0.003571429,0.01186886,Nov,3,1
70,3993.135714,0.006,0.014539683,Nov,3,1
34,1466.088462,0.007407407,0.024345679,Nov,1,1
57,1319.366667,0.006774194,0.032699169,Nov,3,1
101,6038.244769,0.001904762,0.019112158,Nov,2,1
73,3059.013889,0.012345679,0.024897119,Nov,2,1
2,16,0,0.05,Nov,2,1
14,1183,0,0.004761905,Nov,2,1
21,685.1744048,0.028571429,0.043174603,Nov,1,1
25,2408.815476,0,0.008333333,Nov,3,1
21,1461.833333,0.021052632,0.036842105,Nov,2,1
397,11940.0165,0.006959671,0.009804129,Nov,1,1
24,1737,0.006896552,0.015172414,Nov,1,1
16,1226,0,0.0125,Dec,2,1
175,4877.122575,0.006906077,0.014774057,Nov,2,1
55,1833.244643,0,0.008286252,Nov,2,1
30,2188.258333,0,0.0078125,Nov,2,1
19,2081.5,0,0.01,Nov,2,1
40,1542.35,0,0.031666667,Nov,2,1
173,6014.398401,0.009530632,0.025130309,Nov,3,1
61,1260.524994,0,0.003225806,Nov,2,1
30,4262.966667,0,0.013333333,Dec,2,1
57,1315.455182,0,0.009501916,Nov,3,1
24,1151,0,0.0125,Nov,2,1
22,1148.166667,0.009090909,0.036363636,Nov,2,1
34,2193.383333,0,0.024324324,Nov,1,1
65,3873.02197,0.014393939,0.01991342,Nov,3,1
7,2478,0.028571429,0.057142857,Nov,2,1
34,1491.775,0.002020202,0.024793388,Nov,2,1
50,1295.008333,0.000892857,0.015595238,Nov,3,1
35,1698,0.005714286,0.005714286,Nov,4,1
98,3561.139286,0.008163265,0.018367347,Nov,2,1
167,5080.233631,0.000238095,0.004785636,Nov,4,1
161,3457.628812,0.006140351,0.018923933,Nov,2,1
110,5442.085417,0.005409357,0.02942233,Nov,2,1
54,2446.144571,0.004678363,0.009409888,Nov,3,1
157,6123.741494,0.007198364,0.019816374,Nov,2,1
89,3747.814286,0.013636364,0.030211039,Nov,1,1
145,5962.732411,0.002857143,0.013265367,Nov,2,1
3,21.25,0,0.05,Nov,1,1
22,325,0,0.007246377,Dec,4,1
54,1547.477273,0,0.017333333,Nov,2,1
33,1399.15,0,0.011290323,Nov,1,1
27,1009.375,0.007407407,0.040740741,Nov,2,1
7,444,0,0.028571429,Dec,1,1
119,6245.704152,0.003125,0.012179841,Dec,3,1
7,935.6666667,0,0.0375,Nov,2,1
9,427,0,0.025,Dec,1,1
40,1591.888095,0,0.012186396,Dec,2,1
59,985.3151515,0,0.004545455,Nov,2,1
22,1525,0.008,0.018666667,Dec,3,1
59,1100.475,0,0.008391881,Nov,2,1
2,99.5,0,0.022222222,Nov,2,1
82,5316.459524,0.005,0.01125,Nov,1,1
137,7012.266796,0.008321168,0.01964546,Nov,1,1
61,1335.737854,0,0.002,Nov,4,1
202,8217.678753,0.001904762,0.013668745,Nov,2,1
132,4096.15859,0.012738095,0.022973065,Nov,3,1
7,723,0,0.028571429,Dec,2,1
46,1461.725,0.003773585,0.014375562,Nov,1,1
21,1088.866667,0,0.010526316,Nov,3,1
64,3660.342875,0.014155251,0.023835616,Nov,3,1
32,1443.641667,0,0.010784314,Nov,2,1
8,480,0,0.028571429,Nov,1,1
78,5097.41833,0.014132104,0.030390424,Nov,3,1
100,4597.124242,0.00925181,0.028496768,Nov,1,1
30,1076.958333,0,0.022857143,Nov,2,1
12,337,0,0.006666667,Dec,2,1
66,2178.85,0.003555556,0.010977778,Nov,2,1
12,541.5357143,0,0.008333333,Nov,2,1
15,259.75,0,0.010416667,Dec,2,1
106,6617.791228,0.009047619,0.026412307,Nov,3,1
49,1768.980303,0,0.004166667,Nov,3,1
56,2627.756494,0.021052632,0.025044663,Nov,3,1
26,650.8083333,0,0.014285714,Nov,1,1
324,14213.63652,0.002063983,0.010072239,Nov,2,1
30,2623.916667,0.006666667,0.007619048,Dec,2,1
2,26,0,0.06,Dec,1,1
534,18504.12621,0.010856514,0.023309001,Nov,2,1
30,917.25,0,0.005405405,Nov,2,1
470,14129.8808,0,0.00362107,Nov,4,1
21,1051.166667,0,0.00952381,Nov,1,1
51,1788.370821,0.016969697,0.014709835,Nov,3,1
80,2170.286706,0.003571429,0.021527778,Nov,3,1
29,1352.133333,0,0.025287356,Nov,3,1
57,2167.126924,0.008181818,0.017137357,Nov,3,1
26,1357.833333,0,0.018487395,Nov,3,1
81,2930.722222,0.003658537,0.018943089,Nov,2,1
27,1095.658333,0.017857143,0.01547619,Nov,1,1
40,1284.569048,0.00625,0.019791667,Nov,1,1
15,428,0,0.014285714,Nov,1,1
84,4894.851299,0.002682927,0.028446662,Nov,2,1
127,3247.644636,0.008844998,0.017025608,Nov,3,1
98,5325.234886,0.001941748,0.012604407,Nov,2,1
76,2642.458333,0.011481481,0.026290598,Nov,2,1
29,672.125,0,0.011764706,Nov,2,1
14,376,0.0375,0.040625,Nov,2,1
7,491.5833333,0,0.008333333,Dec,3,1
4,87.875,0,0.026666667,Nov,1,1
48,1900.675,0.008510638,0.009574468,Nov,1,1
131,6225.988835,0.003562341,0.025012117,Nov,2,1
95,3879.83176,0.001960784,0.017745098,Nov,3,1
33,1051.125,0,0.010526316,Nov,2,1
22,348.5,0.004545455,0.022727273,Nov,2,1
111,3154.970833,0.003448276,0.014655172,Dec,2,1
32,1003.416667,0.005263158,0.010526316,Dec,2,1
53,1481.429167,0.001851852,0.012345679,Nov,1,1
36,777.3333333,0,0.005882353,Dec,3,1
20,1166.333333,0,0.002631579,Nov,2,1
48,1607.191667,0,0.004609929,Dec,1,1
15,2106.833333,0.014285714,0.037301587,Nov,1,1
22,535,0,0.025,Nov,2,1
46,689.0606061,0.002272727,0.012062937,Nov,2,1
13,524,0,0.016666667,Nov,2,1
12,220.2666667,0,0.02,Nov,1,1
16,865.5833333,0,0.002083333,Dec,1,1
58,1893.444444,0.002380952,0.019047619,Nov,1,1
195,7980.363439,7.50E-05,0.005865824,Nov,2,1
38,2232.833333,0,0.026315789,Nov,2,1
34,1570.469048,0.001052632,0.010431717,Dec,2,1
20,633.75,0,0.019047619,Dec,2,1
39,2034.466667,0.005128205,0.015555556,Nov,2,1
7,343.25,0,0.028571429,Nov,2,1
56,955.5432151,0.007494145,0.010650662,Nov,3,1
23,914.3333333,0,0.008695652,Dec,4,1
81,2253.799603,0.011463415,0.015875182,Nov,3,1
21,1231.5,0,0.016,Nov,2,1
41,1167.95,0,0.011347518,Nov,1,1
23,662.5,0,0.013043478,Nov,2,1
23,766.25,0.008333333,0.025,Dec,1,1
46,3346.041667,0,0.01884058,Nov,2,1
39,650.8333333,0,0.003070175,Nov,1,1
42,1753.083333,0,0.007301587,Nov,4,1
20,1194.75,0,0.026315789,Nov,2,1
79,2663.583333,0.002531646,0.017088608,Nov,2,1
96,5947.97123,0.0125,0.028333333,Nov,2,1
41,1164.202381,0.004545455,0.010606061,Dec,3,1
22,493,0,0.00952381,Nov,4,1
8,104.5,0,0.016666667,Nov,1,1
29,1407.375,0,0.006666667,Dec,2,1
34,2265.571429,0,0.018018018,Nov,4,1
50,1009.430952,0.006,0.017238095,Nov,1,1
32,534.2638889,0,0.011111111,Dec,1,1
33,831.1111111,0,0.0125,Dec,2,1
10,333.25,0,0.018181818,Dec,2,1
52,1300.041667,0.001960784,0.023193277,Nov,2,1
15,1251.316667,0,0.03452381,Nov,3,1
83,2616.905952,0.002409639,0.033978772,Nov,2,1
42,1892.005556,0.02195122,0.040859466,Nov,1,1
27,916.9222222,0,0.009677419,Nov,1,1
22,612.8194444,0.015018315,0.025760906,Nov,3,1
102,3085.620238,0.010851648,0.024392801,Nov,2,1
170,7128.75377,0.003370787,0.016081238,Nov,2,1
18,635.3333333,0,0.011764706,Nov,2,1
10,264.25,0.016666667,0.025,Nov,1,1
118,3211.344872,0.006779661,0.016468927,Nov,2,1
7,179.9583333,0,0.005,Nov,2,1
70,2721.555108,0.001951952,0.017189707,Nov,1,1
18,353.0833333,0.022222222,0.05,Nov,1,1
15,593.75,0,0.014285714,Nov,1,1
30,761.75,0,0.015053763,Dec,2,1
22,1668.95,0,0.00952381,Dec,2,1
22,1327.666667,0,0.032359307,Nov,2,1
132,5091.890896,0.006521739,0.029863649,Nov,2,1
11,242.9166667,0,0.02,Dec,2,1
38,1342.434295,0,0.022542075,Nov,2,1
95,2900.791667,0.003960396,0.023267327,Nov,2,1
60,1883.444231,0,0.020858475,Nov,3,1
131,3865.838889,0.006458094,0.023900203,Nov,2,1
114,3459.479978,0.001574803,0.009848144,Nov,2,1
7,389.1666667,0,0.021428571,Nov,3,1
193,6784.671131,0.004931973,0.021157516,Nov,2,1
81,3675.940705,0.006741573,0.017420532,Dec,2,1
107,2640.135697,0,0.015489592,Nov,1,1
83,6072.032391,0.007058824,0.024023709,Nov,3,1
44,2664.445833,0.002040816,0.010884354,Nov,2,1
221,11431.00124,0.011148992,0.021904109,Nov,2,1
